episode,time,reward,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
1,0.06,2.9937527055082356,-0.00040796098819432,2.0070714425230044e-05,9.986929813929699,0.029987152178890142,0.5036846160407844,0.0,-0.024596032153771402,0.001239101533408405,-0.43753763382657906,0.3683579030835193,1.679247691147492,0.0,79.5275072691699,359.37763327273746,67.08602942345726,177.07674870612402
1,0.12000000000000001,2.9634648494685774,-0.004428496821909786,0.00023119647027334018,9.946697450803104,0.07953712619581754,1.0584725259351915,0.0,-0.11884725412288266,0.006224343692794341,-0.911349730590497,0.7184408163395688,3.2698798017303403,0.0,74.12959847710584,355.42482382389363,69.41888338624369,174.80663490915234
1,0.18,2.901169941241864,-0.015641675705621545,0.0007532960470444583,9.876071078324106,0.1511112986650227,1.631362749527982,0.0,-0.2589142521445668,0.010383955448898544,-1.4549777270435795,1.075799340995427,4.712623207473614,0.0,69.00400680397532,351.83180657697415,71.21546581447606,178.30988498308943
1,0.23999999999999996,2.801239402512815,-0.035247912394291946,0.0012414314217083086,9.770389730729077,0.24091176175613072,2.1675046954692014,0.0,-0.39118035841330084,0.003547259922977058,-2.0779336249777742,1.4092728074547713,5.8845100483750254,0.0,63.842574438726864,339.14665410823716,72.19326102887635,175.73281294790772
1,0.3,2.6611847158250495,-0.06146770765225061,0.0008320953641789219,9.625792420466537,0.34966925659708537,2.6676003040226135,0.0,-0.4755736798078094,-0.01984377194825253,-2.7462304077717254,1.7345479779637474,6.762655038731264,0.0,58.72083897326765,323.6683735437874,68.88579829769975,175.20115577430684
1,0.36000000000000004,2.4812997380445054,-0.09110673260232711,-0.0013966415436009964,9.440822073020064,0.47566481100888236,3.152967630256178,0.0,-0.5054402555378468,-0.05643438904353537,-3.41921892307038,2.0415794194713865,7.393245910906019,0.0,54.87822799705071,310.553113170644,62.58701376020486,172.0076198896039
1,0.4200000000000001,2.2603612859089006,-0.12113282049938331,-0.0061359227067505585,9.215771338134124,0.6191880367439246,3.6443993355779334,0.0,-0.4884122227317614,-0.10304105100727687,-4.080432486401105,2.3411450117239987,7.8691890419644475,0.0,51.45871538895009,304.92807083573797,56.32666113266967,171.70038343250448
1,0.48000000000000015,2.0025150145730697,-0.14862566926236345,-0.01387712450050131,8.951625609973451,0.7823197367858148,4.1493237176054585,0.0,-0.42027394099763554,-0.15439459570368025,-4.719448817339559,2.6539698630263944,8.253513203452796,0.0,48.83689821432085,304.5928822984521,51.630429834095565,176.90682306476862
1,0.5400000000000001,1.712065419788182,-0.17066225388927458,-0.02427613610141692,8.650359322253667,0.964472772636003,4.666118357858577,0.0,-0.31062700612259847,-0.1873163871895352,-5.315350605478945,2.96869865236764,8.555272031873757,0.0,47.82483855087081,303.8652603041028,48.95765614032615,180.96593331233873
1,0.6000000000000002,1.394328407210343,-0.1859851708694232,-0.035488790794132516,8.31473832134196,1.1638097541920258,5.188198830929959,0.0,-0.20262860014261924,-0.18019226208084918,-5.866816316643704,3.269495873699547,8.729664749481405,0.0,47.72853417638665,295.4665700332543,46.01117227494919,182.25906352575413
1,0.6600000000000003,1.0533141019383752,-0.19557974696638086,-0.045036358847674686,7.946859201149619,1.3799743679617915,5.71580077230303,0.0,-0.12191094595224886,-0.13166374999519426,-6.393486958685426,3.5599364358163226,8.830389912028592,0.0,49.44912070616644,290.8907326746416,42.05917362123075,184.34470344808292
1,0.7200000000000003,0.6909665548085194,-0.2014328474314323,-0.050295937206414565,7.547651821314572,1.6087550479376072,6.250575685765465,0.0,-0.08080387106831649,-0.037610635638187555,-6.914250838852894,3.806551080808848,8.950541208788344,0.0,53.66824659351436,297.17605177920296,37.12994600876673,179.6671543495968
1,0.7800000000000004,0.3073795838359955,-0.20652105593072095,-0.04881581513058064,7.116814034794722,1.850946988896478,0.516536413520079,0.0,-0.09816781289573336,0.0862350059930175,-7.450198240541091,4.039285682010458,9.163749207102684,0.0,59.35731939074035,313.6830182317661,31.678210489641476,180.73679868723346
1,0.8400000000000004,-0.10049894456256547,-0.21585195952336841,-0.03870991868868329,6.652650912054446,2.122345685712288,1.1598784382917326,0.0,-0.22685338110611558,0.23727365231599548,-8.02338420331478,4.399566065081376,9.850406170610881,0.0,103.6634965951547,383.33930816649297,113.14421280669065,236.45993720819658
1,0.9000000000000005,-0.5397031927113729,-0.2350145114422979,-0.022800828173556446,6.1546144431945375,2.4099074780232215,1.7880956745059162,0.0,-0.41583844410234305,0.27509074361265773,-8.567821532734675,4.718985143352238,10.262311308878608,0.0,96.2218033528557,369.5785980433923,119.3843060429841,239.39927789631523
1,0.9600000000000005,-1.0158315111328022,-0.26443702763447313,-0.007498886868449082,5.626188342227426,2.7141462123508457,2.4214840943426417,0.0,-0.5437981195338323,0.23258679997757248,-9.040666141079015,5.018188516377231,10.529378346451782,0.0,91.70614412352656,363.80989973019445,119.69863119963408,242.4331946383142
1,1.0200000000000005,-1.5299986016199054,-0.29721979701178664,0.0060511328487621845,5.067982650655075,3.036172708042571,3.0611428044066287,0.0,-0.5391282704249883,0.22668646811809806,-9.592651919427752,5.315916975714305,10.691901185933444,0.0,92.77077663152228,360.05154302143904,109.2761898101203,243.26238613938165
1,1.0800000000000005,-2.093989080382486,-0.329589647515916,0.019761071067059297,4.472523002884025,3.38663871447082,3.708649353049559,0.0,-0.5446523701379149,0.2271982117689937,-10.256324361711924,5.6928738199049045,10.827704439450967,0.0,102.7954722339497,364.45988670543164,88.66113242189306,253.41398505108407
1,1.1400000000000006,-2.69409703750088,-0.3605205958826524,0.033814680412781475,3.8390158384107966,3.7861055381644313,4.370192219874866,0.0,-0.4582567982419928,0.24851121620494382,-10.858700926327742,6.222911384833597,11.037635740580786,0.0,112.16974168737208,379.0359737189069,66.79291194414972,276.9914642878039
1,1.2000000000000006,-3.3228146897506634,-0.3815546368187159,0.0496529179605864,3.167584504154487,4.212554973812615,5.05045741023029,0.0,-0.24143577961973067,0.27116568385537554,-11.542885242229234,6.727800714911667,11.307606130873475,0.0,113.72858978299296,391.5902993762635,50.01112718509223,281.3647966063913
1,1.2600000000000007,-3.9789698275532097,-0.3906413237453679,0.06454190440969901,2.451692560320293,4.648873002566596,5.74885356558617,0.0,-0.07147391290400268,0.2048650545187612,-12.329835209070062,7.111840046530547,11.594240845088343,0.0,108.85504686524035,399.3961846189925,32.11235889380423,273.61802287111186
1,1.3200000000000007,-4.663912985230954,-0.3922961829208426,0.070563859131182,1.6881496256936115,5.0866710078579125,0.20582736301807003,0.0,-0.007901114590357397,-0.01807042644324186,-13.108830068190041,7.314389140403347,12.048927353871287,0.0,108.35516974863688,423.68531304459015,17.625369943095716,255.57478261543815
1,1.3800000000000008,-5.3761744242026825,-0.3945305108725687,0.06291010292033866,0.8807845177344392,5.554457698611509,0.9323359709663146,0.0,-0.08256049338064445,-0.2169083075825043,-13.792507622387811,7.67244888679971,12.144144109134787,0.0,155.57123167228957,416.3720647156014,12.49728076098965,283.12276219148697
1,1.4400000000000008,-6.121943597382275,-0.4046610187554006,0.04847631990769078,0.03223047672668465,6.024271171301374,1.726141216387905,0.0,-0.2749602456019931,-0.23773388756961497,-14.519144348055852,7.855847516381641,11.45427890189932,0.0,179.92780345473702,346.4496828412189,68.46417632928288,276.31900059267537
1,1.5000000000000009,-6.410521978597524,-0.4223544533199591,0.03525400092636481,0.0,0.21185461220675794,2.445782111987967,0.0,-0.2496194165508687,-0.21580041783171672,-15.319942270470989,7.772896219699389,10.94675946101601,0.0,171.0019585830485,340.63628774039597,31.844684201765244,233.8258630696044
2,0.06,2.9937517199012746,-0.0004089537147130952,1.9996686289979e-05,9.986928348744467,0.029898902702506724,0.5050286241946313,0.0,-0.02465506787271747,0.001234533137950039,-0.4375957194217762,0.3677395299669121,1.6815637879389733,0.0,79.01308711045071,359.5008340163089,67.05929172185505,176.93915257898618
2,0.12000000000000001,2.9634548955023443,-0.004433450454446693,0.00023030177754879169,9.94668493317045,0.07955685525299305,1.058140646336133,0.0,-0.1188727753734109,0.006203329406950513,-0.9116336510366541,0.718882050789896,3.268895928669459,0.0,73.9023238800182,355.0453936836149,69.3984008553879,175.01857572177215
2,0.18,2.901147416872051,-0.015642998226372187,0.000751441041827622,9.87604324253349,0.15147154974104993,1.6284041238600508,0.0,-0.25876108949247684,0.010382151497411264,-1.4551334151046844,1.0784898326847256,4.706514754953271,0.0,69.065085566536,351.282810100068,71.38080721853653,178.84043483097932
2,0.23999999999999996,2.801216236279606,-0.035247633970735985,0.0012410936538105818,9.770364491522137,0.24171257160515847,2.1631705517865996,0.0,-0.39132467520318903,0.003596867350842018,-2.077692459794118,1.4140823092200874,5.875953723429669,0.0,64.12527312100833,338.8340105380247,72.84472762715781,176.46184487632584
2,0.3,2.661158427927833,-0.06149481366650826,0.0008337251521574593,9.625786589287584,0.3509560769759972,2.662683313410408,0.0,-0.47635292319614597,-0.01984963801669879,-2.745866640623258,1.7408877685973059,6.753883089865941,0.0,59.1480851149884,323.5607864888352,69.76597023178442,175.91097181743336
2,0.36000000000000004,2.4812490046056253,-0.09119529209438935,-0.0013984578786649315,9.440841292565747,0.47734106028363055,3.1476679692280047,0.0,-0.5067120981685648,-0.05655858285149891,-3.4187661679964996,2.047990866003526,7.3850987642248365,0.0,54.66836126351644,310.40209587626714,63.22842677092028,172.3230598775957
2,0.4200000000000001,2.260253522524871,-0.12131257478390481,-0.00615140918911369,9.215817563237037,0.6213976170691744,3.6389123807521635,0.0,-0.49018667819292366,-0.10339326445671669,-4.0799991661567265,2.348789350404794,7.862717663444055,0.0,51.048856322672414,304.8771165502084,56.47909285083117,172.09483675463437
2,0.48000000000000015,2.002308144427956,-0.14893278290646816,-0.013920848450052556,8.951699672485587,0.7850286695841051,4.1431121495433185,0.0,-0.42275463974703753,-0.15502754689477133,-4.719002373316473,2.6619379768968003,8.244790884684363,0.0,48.61412650972504,304.10170868882136,51.60603798221005,177.07114131694257
2,0.5400000000000001,1.7117008325155867,-0.17113497560051633,-0.024374749943134152,8.650452054995117,0.9675869849520247,4.659467823811488,0.0,-0.3135999809409834,-0.18854842117977808,-5.315205706487497,2.9760826042392208,8.547244299450247,0.0,47.507562492321355,303.67155317255737,48.554254381268755,180.85536346567008
2,0.6000000000000002,1.3937359907787044,-0.18663816349560491,-0.0356810237231988,8.314828964814433,1.167358152865388,5.1811267468684115,0.0,-0.20558553278016506,-0.18206463330845762,-5.867022519370867,3.276803951686349,8.722395265649022,0.0,47.054883883967214,295.2315590138163,45.51123026615832,182.2392497917728
2,0.6600000000000003,1.0524443817556923,-0.19640314776316867,-0.04535749753055942,7.9469278027823105,1.3836503577522485,5.708315073815442,0.0,-0.12457835360761317,-0.13406239538808712,-6.394012859525943,3.564581341463462,8.82353336536736,0.0,48.82733673754919,290.6282546810827,41.47455717255404,183.79907919837152
2,0.7200000000000003,0.6897893312054483,-0.20240166992034028,-0.05077967600089579,7.547677416175186,1.6123903538832893,6.242513152024236,0.0,-0.08291176509550581,-0.04061790825841889,-6.915160760774159,3.808069219313793,8.940969067546227,0.0,53.074536180247314,296.5087033805922,36.48839591327312,178.97096635575872
2,0.7800000000000004,0.30588097054243524,-0.2075854575481933,-0.049492001935917,7.116772443787403,1.854477787585262,0.5076650524852102,0.0,-0.09918986521164655,0.08286313185438379,-7.451525517856649,4.038803123126206,9.151634706183408,0.0,58.95807438931326,313.0184231073424,31.21713881608499,180.27019157668911
2,0.8400000000000004,-0.10228990317162756,-0.2169275042604617,-0.039570941333780356,6.652502713135812,2.1256134930745247,1.150972669563778,0.0,-0.22626506779366348,0.2345796943290608,-8.025646494596096,4.3974173199907165,9.841050990881099,0.0,103.71650496014941,383.3493876248919,113.02140130797127,236.12665899353436
2,0.9000000000000005,-0.5417350761270259,-0.23605474582720876,-0.023784226252536768,6.154292095136632,2.4135469689770783,1.7794015573025987,0.0,-0.41554180233094185,0.2736472341754384,-8.571335318604126,4.720754646946185,10.25778683367356,0.0,97.0964487177517,370.08123654043925,119.1991311415196,239.88796651092227
2,0.9600000000000005,-1.018130748943205,-0.2655063835153489,-0.00855567001902565,5.625645569270854,2.718391918863931,2.412170086898044,0.0,-0.545179054445897,0.2313657288532578,-9.044147264404076,5.024084380741341,10.521698148189355,0.0,92.65170269592106,363.57638654712724,119.77995272772769,243.15409172376826
2,1.0200000000000005,-1.5312588013235777,-0.2983914864439549,0.004902207376797471,5.067279823173612,3.041245218664452,3.050950491443892,0.0,-0.5407632679059245,0.2248185063268158,-9.594503230662452,5.325730472387649,10.678651327926204,0.0,93.77923389102472,359.47209604816004,109.22748543848225,243.9750669575344
